AmB,AuB,BMA,BmB,FrB,HeB,HKB,IsB,JaB,JoB,LnB,LxB,MeB,MoB,MxB,NYB,RiB,SiB,SPB,SyB,Tgt,TkB,TrB,WeB,ZuB,BxB,RJB,SPB,BeB,MwB,SeB,TpB,KLB,BkB,NBR,ViB
20430427,20320426,20170910,20180817,20321224,20360522,20210405,20390519,20290216,20310101,20370403,20351101,20310425,20290702,20381115,20310901,20140425,20320101,20291012,20330415,20630416,20141013,20301014,20301028,20390801,20400214,20361225,20291012,20250130,20230502,20281225,20290228,20240212,20210505,20450220,20291225
20430507,20320607,20170916,20180822,20321231,20360620,20210406,20390830,20290330,20310321,20370406,20351225,20310609,20290903,20390207,20311013,20140502,20320114,20291102,20330418,20630501,20141103,20301111,20301225,20391226,20400330,20361231,20291102,20250131,20230508,20290101,20290403,20240328,20210526,20450221,20291226
20430518,20321025,20170917,20180913,20330415,20361224,20210519,20391019,20290423,20310411,20370504,20351226,20311104,20291008,20390321,20311111,20140509,20320211,20291115,20330425,20631225,20141124,20301225,20301226,20400102,20400501,20370101,20291115,20250203,20230509,20290212,20290404,20240410,20210701,20450407,20300101
20431225,20321227,20170923,20180921,20330418,20361225,20210614,20391020,20290424,20310414,20370525,20360101,20311225,20291112,20390407,20311127,20140516,20320212,20291120,20330613,20631226,20141223,20301226,20310101,20400330,20400531,20370120,20291120,20250404,20230612,20290213,20290430,20240411,20210726,20450421,20300422
20440101,20321228,20170924,20181002,20330526,20361226,20210701,20391021,20290501,20310428,20370831,20360411,20311226,20291225,20390408,20311225,20140523,20320322,20291225,20330801,20640101,20141231,20310101,20310102,20400402,20400907,20370216,20291225,20250501,20231106,20290214,20290501,20240501,20210812,20450501,20300501
20440415,20330103,20170930,20181019,20330606,20370101,20210922,20391226,20290510,20310501,20371225,20360414,20320101,20291226,20390916,20320101,20140530,20320326,20291231,20331003,20640404,20150101,20310217,20310120,20400501,20401012,20370217,20291231,20250502,20240101,20290301,20290615,20240522,20211025,20450608,20300530
20440418,20330104,20171001,20181107,20330616,20370106,20211001,20391227,20290515,20310616,20371228,20360501,20320126,20300101,20391102,20320119,20140606,20320524,20300101,20331226,20640407,20150102,20310411,20310206,20400510,20401102,20370403,20300101,20250602,20240102,20290501,20290921,20240617,20211206,20450907,20300610
20440427,20330131,20171007,20181108,20331003,20370403,20211014,20391228,20290528,20310924,20380101,20360522,20320308,20300102,20391121,20320216,20140613,20320809,20300125,20331227,20640501,20150112,20310519,20310411,20400521,20401115,20370421,20300125,20251001,20240103,20290507,20291010,20240708,20211210,20451012,20300620
20440526,20330207,20171008,20181121,20331226,20370406,20211227,20391229,20290724,20311216,20380423,20360602,20320326,20300419,20391212,20320531,20140620,20321102,20300304,20340102,20641225,20150211,20310701,20310414,20400801,20401130,20370423,20300304,20251002,20240104,20290606,20291231,20240916,20211231,20451102,20300815
20440606,20330415,20171009,20181123,20340407,20370501,20220201,20400423,20290817,20311225,20380426,20360623,20320329,20300520,20400206,20320705,20140627,20330103,20300305,20340126,20641226,20150429,20310804,20310425,20401225,20401225,20370501,20300305,20251003,20240105,20290815,20300101,20240917,20220103,20451115,20301101
20441226,20330418,20171014,20181225,20340410,20370514,20220202,20400501,20291203,20311226,20380503,20360815,20320426,20300624,20400319,20320906,20140704,20330131,20300419,20340407,,20150504,20310901,20310602,20401226,20401231,20370604,20300419,20251006,20240108,20290921,20300131,20241031,20220216,20451225,20301224
20450407,20330425,20171015,20190219,20340501,20370619,20220203,20400830,20291224,20320101,20380531,20361225,20320614,20300701,20400329,20321011,20140711,20330201,20300501,20340410,,20150505,20311013,20311027,20410101,20410101,20370907,20300501,20251007,20240223,20290924,20300201,20241225,20220406,20460101,20301225
20450410,20330606,20171021,20190304,20340518,20371224,20220405,20401008,20291225,20320322,20380830,20361226,20321102,20300902,20400330,20321111,20140718,20330415,20300620,20340425,,20150506,20311111,20311225,20410102,20410304,20371012,20300620,20251008,20240308,20291003,20300204,20250101,20220413,20460205,20301226
20450427,20331024,20171022,20190321,20340529,20371225,20220415,20401009,20300101,20320326,20381227,20370101,20321227,20301014,20400501,20321125,20140725,20330502,20300709,20340612,,20150720,20311225,20311226,20410419,20410305,20371102,20300709,20260101,20240501,20291009,20300205,20250129,20220414,20460206,20310101
20450505,20331226,20171028,20190401,20340608,20380101,20220418,20401029,20300204,20320329,20381228,20370403,20321228,20301111,20401102,20330117,20140728,20330513,20301115,20340807,,20150921,20311226,20320101,20410422,20410419,20371120,20301115,20260102,20240508,20291225,20300228,20250130,20220415,20460323,20310106
20450518,20331227,20171029,20190417,20341003,20380106,20220502,20401214,20300205,20320427,20390103,20370406,20330103,20301225,20401119,20330221,20140729,20330809,20301120,20341002,,20150922,20320101,20320102,20410501,20410501,20371225,20301120,20260216,20240509,20300101,20300301,20250211,20220502,20460501,20310414
20450529,20340102,20171104,20190419,20341225,20380423,20220509,20401217,20300206,20320616,20390408,20370501,20330126,20301226,20401212,20330530,20140730,20331223,20301225,20341225,,20150923,20320216,20320119,20410530,20410620,20371231,20301225,20260217,20240510,20300204,20300404,20250317,20220505,20460524,20310501
20451225,20340103,20171105,20190501,20341226,20380426,20220603,20410101,20300207,20320809,20390411,20370514,20330314,20310101,20401225,20330704,20140801,20331226,20301231,20341226,,20151012,20320326,20320206,20410610,20411115,20380101,20301231,20260218,20240612,20300205,20300405,20250331,20220516,20460907,20310522
20451226,20340130,20171111,20190605,20350101,20380603,20220701,20410423,20300403,20320924,20390502,20370525,20330415,20310102,20410101,20330905,20140808,20340102,20310101,20350101,,20151103,20320524,20320326,20410801,20411225,20380120,20310101,20260219,20241104,20300301,20300501,20250401,20220701,20461012,20310602
20460101,20340206,20171112,20190812,20350323,20380625,20220912,20410501,20300419,20321216,20390530,20370623,20330418,20310411,20410204,20331010,20140815,20340220,20310224,20350126,,20151123,20320701,20320329,20411225,20411231,20380308,20310224,20260220,20250101,20300501,20300605,20250501,20220713,20461102,20310612
20460323,20340407,20171118,20190815,20350326,20381206,20221004,20410830,20300501,20321227,20390829,20371225,20330425,20310519,20410318,20331111,20140822,20340221,20310225,20350323,,20151223,20320802,20320426,20411226,20420101,20380309,20310225,20260406,20250102,20300506,20300912,20250512,20220812,20461115,20310815
20460326,20340410,20171119,20190902,20350501,20381224,20221226,20410927,20300517,20330321,20391226,20380101,20330613,20310624,20410418,20331124,20140829,20340301,20310411,20350326,,20151231,20320906,20320607,20420101,20420217,20380421,20310411,20260501,20250103,20300509,20300913,20250606,20221024,20461225,20311208
20460427,20340425,20171123,20190910,20350503,20390106,20221227,20411029,20300530,20330415,20391227,20380423,20331101,20310701,20410419,20331226,20140905,20340407,20310421,20350425,,20160101,20321011,20321025,20420102,20420218,20380423,20310421,20260619,20250106,20300605,20301010,20250627,20221205,20470101,20311224
20460503,20340605,20171125,20191002,20350514,20390408,20230102,20411204,20301225,20330418,20400102,20380426,20331226,20310901,20410501,20340102,20140912,20340501,20310501,20350611,,20160111,20321111,20321227,20420404,20420404,20380624,20310501,20260925,20250107,20300606,20301011,20250901,20221212,20470225,20311225
20460514,20341023,20171126,20191007,20350524,20390411,20230123,20411205,20310101,20330427,20400330,20380603,20331227,20311013,20410916,20340116,20140919,20340601,20310612,20350806,,20160211,20321227,20321228,20420407,20420421,20380907,20310612,20261001,20250108,20300815,20310101,20250905,20230102,20470226,20311226
20461225,20341225,20171202,20191029,20351003,20390519,20230124,20411206,20310123,20330502,20400402,20380614,20340102,20311111,20411118,20340220,20140923,20340809,20310709,20351001,,20160321,20321228,20330103,20420501,20420501,20381012,20310709,20261002,20250310,20300911,20310122,20250916,20230306,20470412,20320101
20461226,20341226,20171203,20191112,20351224,20390624,20230125,20420101,20310124,20330616,20400507,20380623,20340126,20311225,20411212,20340529,20140926,20341109,20311120,20351225,,20160429,20330103,20330104,20420515,20420605,20381102,20311120,20261005,20250501,20300912,20310123,20251020,20230406,20470501,20320106
20470101,20350101,20171209,20191225,20351225,20391206,20230405,20420423,20310127,20330809,20400528,20381101,20340313,20311226,20411225,20340704,20141003,20341212,20311225,20351226,,20160503,20330221,20330124,20420526,20421225,20381115,20311225,20261006,20250502,20300913,20310124,20251225,20230413,20470613,20320329
20470412,20350102,20171210,20200219,20351226,20391226,20230407,20420501,20310128,20331216,20400827,20390408,20340407,20320101,20420101,20340904,20141006,20341225,20311231,20360101,,20160504,20330415,20330207,20420801,20421231,20381231,20311231,20261007,20250509,20301003,20310127,20260101,20230414,20471115,20320506
20470415,20350129,20171216,20200221,20351231,20400106,20230410,20420519,20310324,20331226,20401225,20390411,20340410,20320102,20420203,20341009,20141010,20350101,20320101,20360128,,20160505,20330523,20330415,20421225,20430101,20390120,20320101,20270101,20250612,20301009,20310228,20260202,20230501,20471225,20320517
20470523,20350206,20171217,20200310,20360101,20400330,20230501,20420916,20310403,20340102,20401226,20390519,20340425,20320326,20420317,20341123,20141017,20350208,20320209,20360411,,20160718,20330701,20330418,20421226,20430209,20390221,20320209,20270205,20250613,20301225,20310403,20260203,20230505,20480101,20320527
20470603,20350323,20171223,20200325,20360411,20400402,20230526,20420917,20310411,20340321,20410101,20390530,20340612,20320524,20420403,20341225,20141024,20350209,20320210,20360414,,20160811,20330801,20330425,20430101,20430210,20390222,20320210,20270208,20251103,20310101,20310404,20260217,20230605,20480217,20321026
20471225,20350326,20171224,20200401,20360414,20400501,20230622,20420918,20310423,20340407,20410419,20390623,20341107,20320624,20420404,20350101,20141031,20350219,20320326,20360425,,20160919,20330905,20330606,20430102,20430327,20390408,20320326,20270209,20251104,20310122,20310501,20260218,20230801,20480218,20321101
20471226,20350425,20171225,20200402,20360501,20400510,20231002,20421029,20310501,20340410,20410422,20390815,20341225,20320701,20420501,20350115,20141107,20350323,20320421,20360609,,20160922,20331010,20331024,20430327,20430421,20390421,20320421,20270210,20260101,20310123,20310502,20260320,20230814,20480403,20321208
20480101,20350604,20171230,20200406,20360522,20400622,20231023,20421124,20310507,20340427,20410506,20391101,20341226,20320906,20420916,20350219,20141114,20350501,20320527,20360804,,20161010,20331111,20331226,20430330,20430501,20390609,20320527,20270211,20260102,20310124,20310623,20260501,20231023,20480421,20321224
20480403,20351022,20171231,20200410,20360602,20401206,20231225,20421125,20310522,20340501,20410527,20391226,20350101,20321011,20421117,20350528,20141121,20350522,20320709,20361006,,20161103,20331226,20331227,20430501,20430528,20390907,20320709,20270405,20260105,20310501,20310624,20260527,20231205,20480501,20330106
20480406,20351225,20180101,20200414,20360612,20401224,20231226,20421126,20310702,20340616,20410826,20400330,20350126,20321111,20421201,20350704,20141128,20350809,20320907,20361225,,20161123,20331227,20340102,20430507,20430907,20391012,20320907,20270503,20260106,20310505,20311001,20260616,20231211,20480604,20330418
20480427,20351226,20180106,20200501,20361003,20401225,20240101,20430101,20311113,20340809,20411225,20400402,20350312,20321227,20421212,20350903,20141205,20351030,20321012,20361226,,20161223,20340102,20340103,20430518,20431012,20391102,20321012,20270609,20260107,20310528,20311010,20260825,20240101,20480907,20330526
20480514,20360101,20180107,20200507,20361224,20401226,20240212,20430423,20311225,20340925,20411226,20400501,20350323,20321228,20421225,20351008,20141212,20351225,20321102,20370101,,20170102,20340220,20340123,20431225,20431102,20391115,20321102,20270915,20260108,20310606,20320101,20260831,20240102,20481012,20330606
20480525,20360102,20180113,20200525,20361225,20410101,20240213,20430501,20320101,20341225,20420101,20400510,20350326,20330103,20430101,20351112,20141219,20360101,20321115,20370126,,20170103,20340407,20340206,20440101,20431130,20391230,20321115,20271001,20260109,20310815,20320102,20260916,20240226,20481102,20330616
20481225,20360128,20180114,20201002,20361226,20410419,20240329,20430519,20320113,20341226,20420404,20400521,20350425,20330104,20430202,20351122,20141226,20360128,20321231,20370403,,20170109,20340522,20340407,20440415,20431225,20400120,20321231,20271004,20260223,20310930,20320209,20261109,20240408,20481225,20330815
20490101,20360206,20180115,20201030,20361231,20410422,20240401,20430907,20320114,20350101,20420407,20400815,20350611,20330415,20430316,20351225,20150102,20360129,20330125,20370406,,20170320,20340703,20340410,20440418,20431231,20400213,20330125,20271005,20260309,20311001,20320210,20261225,20240415,20490101,20331026
20490416,20360411,20180120,20201116,20370101,20410501,20240404,20431029,20320115,20350321,20420505,20401101,20351106,20330523,20430326,20360101,20150109,20360208,20330228,20370608,,20170503,20340807,20340425,20440526,20440101,20400214,20330228,20271006,20260501,20311002,20320211,20270101,20240416,20490301,20331101
20490419,20360414,20180121,20201130,20370403,20410530,20240501,20431112,20320116,20350323,20420526,20401225,20351225,20330624,20430327,20360121,20150116,20360411,20330301,20370803,,20170504,20340904,20340605,20440606,20440229,20400330,20330301,20271007,20260504,20311003,20320212,20270122,20240501,20490302,20331208
