project,old,new,refs,bucket,kind
math,MMNl2sol_h,AQLNl2sol_h,2,A_convention,macro
math,ME_BUILD_EURUSD_JPYUSD_XCCY_CURVE,AQL_BUILD_EURUSD_JPYUSD_XCCY_CURVE,?,extra,cross-cut
math,ME_BUILD_EURUSD_XCCY_CURVE,AQL_BUILD_EURUSD_XCCY_CURVE,?,extra,cross-cut
math,ME_BUILD_EUR_CURVE,AQL_BUILD_EUR_CURVE,?,extra,cross-cut
math,ME_BUILD_GBPEUR_FWD_CURVE,AQL_BUILD_GBPEUR_FWD_CURVE,?,extra,cross-cut
math,ME_BUILD_GBP_CURVE,AQL_BUILD_GBP_CURVE,?,extra,cross-cut
math,ME_BUILD_JPY_CURVE,AQL_BUILD_JPY_CURVE,?,extra,cross-cut
math,ME_BUILD_USD_CURVE,AQL_BUILD_USD_CURVE,?,extra,cross-cut
math,AQ_2D_MATRIX_CHECK,AQ_2D_MATRIX_CHECK,?,extra,cross-cut
models,MVReplication,AQLReplication,36,A_convention,class
models,MVSABRSwaptionCalculator,AQLSABRSwaptionCalculator,17,B_acronym,class
models,MVReplicationIntegrand,AQLReplicationIntegrand,9,A_convention,class
models,MVVIntegrand,AQLVIntegrand,9,B_acronym,class
models,MMCFpremCall,AQLCFpremCall,8,B_acronym,class
models,MMCFpremPut,AQLCFpremPut,8,B_acronym,class
models,MMCFvegaCall,AQLCFvegaCall,8,B_acronym,class
models,MMCFvegaPut,AQLCFvegaPut,8,B_acronym,class
models,MVBenaimSABRSwaptionCalculator,AQLBenaimSABRSwaptionCalculator,8,A_convention,class
models,MMHWQAdjInnerFunc1,AQLHWQAdjInnerFunc1,7,B_acronym,class
models,MMHWQAdjInnerFunc2,AQLHWQAdjInnerFunc2,7,B_acronym,class
models,MMHWQAdjInnerFunc3,AQLHWQAdjInnerFunc3,7,B_acronym,class
models,MMSBprobDNT,AQLSBprobDNT,7,B_acronym,class
models,MMSBprobUNT,AQLSBprobUNT,7,B_acronym,class
models,MMZeroForError,AQLZeroForError,7,A_convention,class
models,MVFlatSABRSwaptionCalculator,AQLFlatSABRSwaptionCalculator,7,A_convention,class
models,MFParameterMatrix,AQLParameterMatrix,6,A_convention,class
models,MVThresholdSABRSwaptionCalculator,AQLThresholdSABRSwaptionCalculator,6,A_convention,class
models,MMAFFpremCall,AQLAFFpremCall,5,B_acronym,class
models,MMAFFpremPut,AQLAFFpremPut,5,B_acronym,class
models,MMDBpremKIC,AQLDBpremKIC,5,B_acronym,class
models,MMDBpremKIP,AQLDBpremKIP,5,B_acronym,class
models,MMDBpremKOC,AQLDBpremKOC,5,B_acronym,class
models,MMDBpremKOP,AQLDBpremKOP,5,B_acronym,class
models,MMDBpremRH,AQLDBpremRH,5,B_acronym,class
models,MMDBpremRI,AQLDBpremRI,5,B_acronym,class
models,MMDBpremRL,AQLDBpremRL,5,B_acronym,class
models,MMDGdeltaCall,AQLDGdeltaCall,5,B_acronym,class
models,MMDGdeltaPut,AQLDGdeltaPut,5,B_acronym,class
models,MMDGgammaCall,AQLDGgammaCall,5,B_acronym,class
models,MMDGgammaPut,AQLDGgammaPut,5,B_acronym,class
models,MMDGphiCall,AQLDGphiCall,5,B_acronym,class
models,MMDGphiPut,AQLDGphiPut,5,B_acronym,class
models,MMDGpremCall,AQLDGpremCall,5,B_acronym,class
models,MMDGpremPut,AQLDGpremPut,5,B_acronym,class
models,MMDGrhoCall,AQLDGrhoCall,5,B_acronym,class
models,MMDGrhoPut,AQLDGrhoPut,5,B_acronym,class
models,MMDGthetaCall,AQLDGthetaCall,5,B_acronym,class
models,MMDGthetaPut,AQLDGthetaPut,5,B_acronym,class
models,MMDGvegaCall,AQLDGvegaCall,5,B_acronym,class
models,MMDGvegaPut,AQLDGvegaPut,5,B_acronym,class
models,MMFD1stDiffCallFwd,AQLFD1stDiffCallFwd,5,B_acronym,class
models,MMFD1stDiffCallSpot,AQLFD1stDiffCallSpot,5,B_acronym,class
models,MMFD1stDiffPutFwd,AQLFD1stDiffPutFwd,5,B_acronym,class
models,MMFD1stDiffPutSpot,AQLFD1stDiffPutSpot,5,B_acronym,class
models,MMFD2ndDiffCallFwd,AQLFD2ndDiffCallFwd,5,B_acronym,class
models,MMFD2ndDiffCallSpot,AQLFD2ndDiffCallSpot,5,B_acronym,class
models,MMFDdeltaCallFwd,AQLFDdeltaCallFwd,5,B_acronym,class
models,MMFDdeltaCallSpot,AQLFDdeltaCallSpot,5,B_acronym,class
models,MMFDdeltaPutFwd,AQLFDdeltaPutFwd,5,B_acronym,class
models,MMFDdeltaPutSpot,AQLFDdeltaPutSpot,5,B_acronym,class
models,MMSBdeltaDIC,AQLSBdeltaDIC,5,B_acronym,class
models,MMSBdeltaDIP,AQLSBdeltaDIP,5,B_acronym,class
models,MMSBdeltaDOC,AQLSBdeltaDOC,5,B_acronym,class
models,MMSBdeltaDOP,AQLSBdeltaDOP,5,B_acronym,class
models,MMSBdeltaUIC,AQLSBdeltaUIC,5,B_acronym,class
models,MMSBdeltaUIP,AQLSBdeltaUIP,5,B_acronym,class
models,MMSBdeltaUOC,AQLSBdeltaUOC,5,B_acronym,class
models,MMSBdeltaUOP,AQLSBdeltaUOP,5,B_acronym,class
models,MMSBgammaDIC,AQLSBgammaDIC,5,B_acronym,class
models,MMSBgammaDIP,AQLSBgammaDIP,5,B_acronym,class
models,MMSBgammaDOC,AQLSBgammaDOC,5,B_acronym,class
models,MMSBgammaDOP,AQLSBgammaDOP,5,B_acronym,class
models,MMSBgammaUIC,AQLSBgammaUIC,5,B_acronym,class
models,MMSBgammaUIP,AQLSBgammaUIP,5,B_acronym,class
models,MMSBgammaUOC,AQLSBgammaUOC,5,B_acronym,class
models,MMSBgammaUOP,AQLSBgammaUOP,5,B_acronym,class
models,MMSBphiDIC,AQLSBphiDIC,5,B_acronym,class
models,MMSBphiDIP,AQLSBphiDIP,5,B_acronym,class
models,MMSBphiDOC,AQLSBphiDOC,5,B_acronym,class
models,MMSBphiDOP,AQLSBphiDOP,5,B_acronym,class
models,MMSBphiUIC,AQLSBphiUIC,5,B_acronym,class
models,MMSBphiUIP,AQLSBphiUIP,5,B_acronym,class
models,MMSBphiUOC,AQLSBphiUOC,5,B_acronym,class
models,MMSBphiUOP,AQLSBphiUOP,5,B_acronym,class
models,MMSBpremDIC,AQLSBpremDIC,5,B_acronym,class
models,MMSBpremDIP,AQLSBpremDIP,5,B_acronym,class
models,MMSBpremDOC,AQLSBpremDOC,5,B_acronym,class
models,MMSBpremDOP,AQLSBpremDOP,5,B_acronym,class
models,MMSBpremUIC,AQLSBpremUIC,5,B_acronym,class
models,MMSBpremUIP,AQLSBpremUIP,5,B_acronym,class
models,MMSBpremUOC,AQLSBpremUOC,5,B_acronym,class
models,MMSBpremUOP,AQLSBpremUOP,5,B_acronym,class
models,MMSBrhoDIC,AQLSBrhoDIC,5,B_acronym,class
models,MMSBrhoDIP,AQLSBrhoDIP,5,B_acronym,class
models,MMSBrhoDOC,AQLSBrhoDOC,5,B_acronym,class
models,MMSBrhoDOP,AQLSBrhoDOP,5,B_acronym,class
models,MMSBrhoUIC,AQLSBrhoUIC,5,B_acronym,class
models,MMSBrhoUIP,AQLSBrhoUIP,5,B_acronym,class
models,MMSBrhoUOC,AQLSBrhoUOC,5,B_acronym,class
models,MMSBrhoUOP,AQLSBrhoUOP,5,B_acronym,class
models,MMSBthetaDIC,AQLSBthetaDIC,5,B_acronym,class
models,MMSBthetaDIP,AQLSBthetaDIP,5,B_acronym,class
models,MMSBthetaDOC,AQLSBthetaDOC,5,B_acronym,class
models,MMSBthetaDOP,AQLSBthetaDOP,5,B_acronym,class
models,MMSBthetaUIC,AQLSBthetaUIC,5,B_acronym,class
models,MMSBthetaUIP,AQLSBthetaUIP,5,B_acronym,class
models,MMSBthetaUOC,AQLSBthetaUOC,5,B_acronym,class
models,MMSBthetaUOP,AQLSBthetaUOP,5,B_acronym,class
models,MMSBvegaDIC,AQLSBvegaDIC,5,B_acronym,class
models,MMSBvegaDIP,AQLSBvegaDIP,5,B_acronym,class
models,MMSBvegaDOC,AQLSBvegaDOC,5,B_acronym,class
models,MMSBvegaDOP,AQLSBvegaDOP,5,B_acronym,class
models,MMSBvegaUIC,AQLSBvegaUIC,5,B_acronym,class
models,MMSBvegaUIP,AQLSBvegaUIP,5,B_acronym,class
models,MMSBvegaUOC,AQLSBvegaUOC,5,B_acronym,class
models,MMSBvegaUOP,AQLSBvegaUOP,5,B_acronym,class
models,MVCurveWrap,AQLCurveWrap,5,A_convention,class
models,MMDigitalAnalyticFormula,AQLDigitalAnalyticFormula,3,A_convention,class
models,MFParameterUtility_h,AQLParameterUtility_h,2,A_convention,macro
models,MMAnalyticFormula_h,AQLAnalyticFormula_h,2,A_convention,macro
models,MMContainer_h,AQLContainer_h,2,A_convention,macro
models,MVBenaimSABRSwaptionCalculator_h,AQLBenaimSABRSwaptionCalculator_h,2,A_convention,macro
models,MVFlatSABRSwaptionCalculator_h,AQLFlatSABRSwaptionCalculator_h,2,A_convention,macro
models,MVReplication_h,AQLReplication_h,2,A_convention,macro
models,MVSABRSwaptionCalculator_h,AQLSABRSwaptionCalculator_h,2,B_acronym,macro
models,MVThresholdSABRSwaptionCalculator_h,AQLThresholdSABRSwaptionCalculator_h,2,A_convention,macro
