AdB,AeB,AmB,AnB,AtB,AuB,BAB,BbB,BcB,BdB,BeB,BfB,BkB,BkS,BMA,BmB,BmS,BoB,BrB,BtB,BxB,CBT,Ced,ChS,CMF,CnB,CoB,DbB,DEL,DoB,DrB,DuB,Ecl,FrB,GeB,GTB,HaB,HaS,HeB,HKB,HKS,HmB,HoB,IsB,JaB,JaS,JoB,KdQ,KLB,KLS,LaB,LbB,LIF,LmB,LnB,LsB,LxB,MdB,MeB,MiB,MnB,MnS,MoB,MwB,MxB,NBR,Ndq,NSS,NYB,NYM,NYO,NYS,OSA,OsB,PaB,PCB,PeB,PrB,RiB,RJB,RkB,RmB,RTB,SaB,SeB,SeS,ShB,SiB,SiS,SoB,SOF,SOM,SON,SPB,StB,SxB,SyB,SyF,SzB,Tgt,TkB,TpB,TpS,TrB,TYO,ViB,WaB,WeB,WeS,XBR,ZaB,ZuB
20170126,20081210,20040520,20140423,20031028,20060102,20030417,20141226,20041201,20070501,20080206,20181108,20030415,20160406,20161226,20030213,20160419,20070319,20030815,20061117,20150217,20161226,20190101,20170220,20170220,20161003,20031225,20131102,20151127,20200301,20161227,20031226,20190101,20031224,20060605,20161226,20160502,20160502,20040101,20030508,20150501,20061226,20161020,20080519,20080730,20160325,20031225,20160606,20030212,20160502,20140513,20071031,20170529,20080321,20040503,20030815,20060623,20030909,20060126,20040412,20030501,20151231,20051226,20030224,20080101,20150421,20160215,20170612,20040101,20170220,20200217,20160215,20160321,20031226,20030815,20191111,20170102,20070705,20100922,20140625,20090601,20170425,20160516,20070919,20050919,20160606,20150220,20031125,20160912,20071226,20180501,20171226,20180501,20070607,20031225,20140619,20040101,20170612,20170501,20060501,20030321,20070501,20160208,20040101,20300320,20031224,20070815,20031225,20170102,20161102,20080101,20040101
20170313,20081228,20040531,20140501,20031225,20060103,20030418,20150101,20050502,20070528,20080207,20181121,20030501,20160413,20170102,20030301,20160706,20070405,20031111,20061225,20150403,20170102,20191225,20170414,20170414,20161226,20031226,20131130,20151225,20200524,20170102,20031229,20191225,20031225,20060801,20161227,20160503,20160503,20040106,20030604,20150525,20070101,20161226,20080930,20080818,20160505,20031226,20160815,20030304,20160622,20140530,20071101,20170828,20080501,20040531,20031201,20060815,20031208,20060313,20040602,20030502,20160101,20051227,20030310,20080204,20150501,20160325,20171225,20040119,20170414,20200410,20160325,20160429,20040101,20031111,20191128,20170126,20070706,20101113,20140704,20090617,20170501,20160701,20071015,20051003,20160815,20150223,20031225,20161226,20071231,20181224,20180101,20181224,20070709,20031226,20141003,20040126,20171225,20170509,20061225,20030429,20070618,20160209,20040409,20320920,20031225,20071101,20031226,20170103,20161115,20080324,20040102
20170414,20090101,20050325,20140519,20031226,20060130,20030501,20150126,20050630,20070820,20080208,20181126,20030505,20160414,20170116,20030314,20160815,20070406,20031225,20061226,20150421,20170116,20200101,20170529,20170529,20161227,20031231,20131201,20160101,20200525,20170126,20040101,20200101,20031226,20060907,20170102,20160902,20160902,20040409,20030701,20150701,20070406,20161227,20081001,20080930,20160506,20040101,20160914,20030501,20160706,20140715,20071225,20171225,20080515,20040830,20031208,20061101,20031225,20060414,20041101,20030613,20160208,20060102,20030501,20080317,20150604,20160530,20171226,20040216,20170529,20200525,20160530,20160503,20040408,20031225,20191209,20170306,20070928,20101114,20141120,20090803,20170602,20160801,20071101,20060130,20160914,20150224,20040101,20170102,20080101,20181225,20180330,20181225,20070907,20031231,20141224,20040409,20171226,20170529,20061226,20030505,20070619,20160210,20040524,20320921,20031226,20071225,20040101,20170206,20161230,20080501,20040409
20170417,20090308,20050328,20140728,20040101,20060206,20030616,20150403,20050701,20071022,20080211,20181225,20030515,20160415,20170220,20030318,20160905,20070501,20031226,20070101,20150501,20170220,20201225,20170704,20170704,20170102,20040101,20140101,20160118,20200526,20170414,20040317,20201225,20031231,20061225,20170123,20170102,20170102,20040412,20030912,20150903,20070524,20170102,20081002,20081001,20160704,20040322,20160915,20030514,20160707,20140728,20071226,20171226,20080516,20041227,20031224,20061225,20040101,20060417,20041208,20031031,20160225,20060103,20030502,20080320,20150907,20160704,20180101,20040531,20170704,20200703,20160704,20160504,20040409,20031226,20191225,20170414,20071224,20101115,20141225,20091224,20170629,20160802,20071225,20060301,20160915,20150406,20040122,20170130,20080303,20181226,20180402,20181226,20071012,20040101,20141225,20040412,20180101,20170828,20070101,20030721,20070918,20160211,20040701,20320922,20040101,20071226,20040102,20170414,20170227,20080522,20040412
20170425,20090719,20050505,20140729,20040106,20060414,20030709,20150406,20051201,20071023,20080212,20190115,20030701,20160502,20170414,20030401,20160913,20070521,20040101,20070406,20150604,20170414,20210101,20170904,20170904,20170126,20040408,20140111,20160325,20200730,20170417,20040409,20210101,20040101,20061226,20170301,20170126,20170126,20040520,20031001,20150928,20070605,20170126,20081029,20081002,20160705,20040409,20160916,20030515,20160831,20140729,20080101,20180101,20080728,20041228,20031225,20061226,20040106,20060425,20050106,20031126,20160324,20060414,20030509,20080321,20151012,20160905,20180126,20040705,20170904,20200907,20160905,20160505,20040412,20040101,20200101,20170417,20071225,20101116,20141231,20091225,20170815,20160803,20071231,20060501,20160916,20150501,20040123,20170414,20080428,20181231,20180501,20181231,20071102,20040106,20141226,20040426,20180126,20171225,20070406,20030915,20070924,20160212,20040802,20330321,20040106,20080101,20040119,20170417,20170228,20080625,20040520
20170612,20090920,20050516,20140730,20040223,20060417,20030818,20150608,20051226,20071101,20080404,20190304,20030714,20160505,20170529,20030402,20161011,20070611,20040409,20070409,20150907,20170529,20231225,20171123,20171123,20170313,20040409,20140525,20160530,20200802,20170425,20040412,20231225,20040409,20070101,20170414,20170127,20170127,20040625,20031225,20151001,20070611,20170213,20081208,20081003,20160706,20040412,20161003,20030607,20160912,20140901,20080102,20180330,20080729,20050103,20040101,20070101,20040319,20060612,20050328,20031224,20160325,20060522,20030612,20080501,20151102,20161124,20180330,20040906,20171123,20201126,20161124,20160718,20040517,20040409,20200109,20170425,20071226,20101117,20150101,20100101,20171101,20161021,20080101,20060505,20161003,20150622,20040202,20170501,20080501,20190101,20180521,20190101,20071115,20040409,20141231,20040614,20180330,20171226,20070409,20030923,20070925,20160229,20040906,20340320,20040412,20080324,20040206,20170425,20170414,20080805,20040531
20171002,20090921,20051226,20141006,20040325,20060425,20031106,20150812,20060102,20071102,20080501,20190401,20030812,20160506,20170704,20030411,20161012,20070618,20040412,20070501,20151012,20170704,20240101,20171225,20171225,20170414,20040412,20140728,20160704,20200803,20170501,20040503,20240101,20040412,20070102,20170417,20170130,20170130,20041206,20031226,20151021,20070802,20170313,20081209,20081208,20160707,20040414,20161230,20030901,20160916,20140916,20080208,20180402,20081008,20050325,20040224,20070406,20040408,20061107,20050425,20031225,20160509,20060623,20030613,20080916,20151225,20161226,20180402,20041011,20171225,20201225,20161226,20160811,20040520,20040412,20200224,20170605,20080101,20101118,20150120,20100401,20171208,20161226,20080321,20060531,20161230,20150903,20040409,20170510,20080502,20190419,20181224,20190419,20071120,20040412,20150101,20040802,20180402,20180101,20070501,20031013,20071010,20160404,20041011,20360320,20040520,20080501,20040409,20170605,20170421,20080815,20050325
20171225,20090922,20060414,20141007,20040409,20060605,20031208,20151005,20060424,20071224,20080502,20190406,20031023,20160520,20170904,20030414,20161031,20070702,20040520,20070508,20151102,20170904,20241225,20180101,20180101,20170417,20040507,20140729,20160905,20200804,20170612,20040607,20241225,20040520,20070406,20170515,20170131,20170131,20041224,20040101,20151225,20070803,20170414,20081210,20081225,20160708,20040427,20170127,20031024,20161003,20141006,20080324,20180507,20081120,20050328,20040409,20070409,20040409,20061225,20050602,20031230,20160706,20060703,20031107,20081117,20160101,20170102,20180425,20041111,20180101,20210101,20170102,20160919,20040531,20040520,20200225,20170925,20080324,20110226,20150216,20100402,20171225,20161227,20080501,20060606,20170127,20150904,20040501,20170626,20080505,20190422,20181225,20190422,20071225,20040520,20150106,20041004,20180425,20180330,20071225,20031103,20080101,20160405,20041111,20360922,20040531,20080522,20040412,20171023,20170501,20081008,20050328
20171226,20091126,20060417,20141029,20040412,20061023,20031224,20151225,20060501,20071225,20080609,20190417,20031205,20160701,20171009,20030415,20161114,20070720,20040521,20070705,20151130,20171009,20250101,20180115,20180115,20170425,20040520,20140730,20161108,20201217,20170728,20040802,20250101,20040531,20070409,20170612,20170201,20170201,20050106,20040122,20160101,20070903,20170417,20081211,20081229,20160817,20040616,20170130,20031125,20161212,20141022,20080501,20180528,20081121,20050502,20040610,20070501,20040816,20061226,20050815,20031231,20160829,20060904,20031212,20081212,20160208,20170116,20180611,20041125,20180115,20210118,20170116,20160922,20041224,20040531,20200226,20171225,20080501,20110829,20150217,20100405,20171226,20170102,20080521,20060717,20170130,20151001,20040602,20170809,20080506,20190501,20181226,20190501,20071231,20040531,20150403,20041227,20180611,20180402,20071226,20031124,20080206,20160502,20041227,20370320,20040610,20080815,20040607,20171225,20170615,20081225,20050505
20180101,20091128,20060525,20150101,20040531,20061225,20031225,20151228,20061201,20071226,20080915,20190419,20031210,20160718,20171123,20030418,20170126,20070807,20040531,20070829,20151225,20171123,20251225,20180219,20180219,20170612,20040531,20141004,20161111,20210209,20170807,20041025,20251225,20040610,20070501,20170703,20170202,20170202,20050325,20040123,20160208,20071112,20170418,20090101,20090101,20160912,20040809,20170301,20031126,20161226,20141225,20080502,20180827,20081208,20050530,20041005,20070517,20041012,20070101,20051101,20040101,20160912,20061009,20040101,20081225,20160209,20170220,20181225,20050117,20180219,20210215,20170220,20161010,20050324,20040714,20200410,20171226,20080508,20110830,20150403,20100422,20180101,20170306,20080716,20060815,20170301,20151002,20040809,20170901,20080922,20191224,20181231,20191224,20080101,20040625,20150406,20041228,20181225,20180507,20080101,20031223,20080207,20160609,20041228,20370921,20041026,20081111,20041025,20171226,20170907,20081226,20050516
20180126,20091129,20060605,20150423,20040813,20061226,20031231,20160101,20061225,20071231,20080929,20190501,20031231,20160719,20171225,20030501,20170224,20070820,20040721,20071101,20151231,20171225,20260101,20180330,20180330,20170807,20041224,20141005,20161124,20210307,20171225,20041227,20260101,20041224,20070517,20171113,20170203,20170203,20050328,20040405,20160209,20071225,20170425,20090423,20090102,20161212,20040924,20170501,20031225,20170102,20150101,20080625,20181225,20081225,20050829,20041101,20070528,20041101,20070126,20051208,20040225,20161031,20061113,20040102,20090101,20160325,20170414,20181226,20050221,20180330,20210402,20170414,20161103,20050325,20041101,20200501,20180101,20081028,20110831,20150421,20100513,20180402,20170313,20080815,20061003,20170501,20151005,20041111,20171018,20081224,20191225,20190101,20191225,20080125,20041224,20150501,20050103,20181226,20180509,20080321,20031231,20080208,20160610,20050103,20370922,20041101,20081225,20041227,20180101,20171012,20090101,20050801
20180312,20091202,20061225,20150501,20041028,20070101,20040101,20160126,20061226,20080101,20080930,20190507,20040101,20160812,20180101,20030515,20170313,20071015,20040816,20071224,20160101,20180101,20261225,20180528,20180528,20170925,20041231,20141025,20161125,20210513,20171226,20041228,20261225,20041231,20070528,20171225,20170406,20170406,20050505,20040409,20160210,20071226,20170612,20090501,20090126,20161226,20041216,20170503,20040101,20170130,20150202,20080815,20181226,20081226,20051226,20041201,20070815,20041109,20070312,20051226,20040407,20161101,20061225,20040107,20090202,20160421,20170529,20190101,20050530,20180528,20210531,20170529,20161123,20050328,20041111,20201103,20180126,20081117,20110924,20150423,20100524,20180425,20170414,20080918,20061005,20170503,20151006,20041115,20171225,20081225,20191226,20190419,20191226,20080204,20041231,20150514,20050126,20190101,20180528,20080324,20040101,20080211,20160915,20050325,20370923,20041208,20081226,20041228,20180102,20171102,20090106,20051226
20180330,20091203,20061226,20150519,20050106,20070102,20040405,20160325,20070101,20080324,20081001,20190605,20040308,20161024,20180115,20030516,20170404,20071105,20041101,20071225,20160208,20180115,20270101,20180704,20180704,20171002,20050324,20141202,20161226,20210516,20180101,20041229,20270101,20050325,20070801,20171226,20170407,20170407,20050624,20040412,20160325,20080101,20171026,20090519,20090309,20170328,20041227,20170505,20040122,20170201,20150219,20081031,20190101,20090101,20051227,20041208,20071101,20041206,20070406,20060106,20040408,20161130,20061226,20040223,20090316,20160526,20170704,20190128,20050704,20180704,20210705,20170704,20161223,20050505,20050325,20201104,20180305,20081224,20111105,20150501,20100617,20180501,20170417,20080919,20061006,20170505,20151007,20041225,20180101,20081226,20191231,20190422,20191231,20080205,20050106,20150525,20050325,20190128,20180827,20080501,20040102,20080228,20160916,20050523,20380920,20041224,20090101,20050103,20180206,20171115,20090413,20060102
20180402,20100911,20070101,20150717,20050314,20070129,20040408,20160328,20070102,20080501,20081002,20190812,20040406,20161205,20180219,20030630,20170414,20071112,20041111,20071226,20160209,20180219,20281225,20180903,20180903,20171225,20050325,20150101,20170102,20210517,20180126,20050103,20281225,20050328,20070906,20180101,20170501,20170501,20051206,20040526,20160328,20080321,20171225,20090921,20090326,20170414,20050321,20170606,20040123,20170209,20150220,20081225,20190419,20090102,20060102,20041224,20071225,20041208,20070409,20060417,20040409,20161230,20070101,20040308,20090409,20160907,20170904,20190419,20050905,20180903,20210906,20170904,20170102,20050516,20050328,20201105,20180330,20081225,20111106,20150604,20100802,20180629,20170605,20081031,20061225,20170606,20160101,20050101,20180216,20081231,20200101,20190501,20200101,20080321,20050325,20150604,20050328,20190419,20181225,20081225,20040112,20080404,20161010,20050701,20390321,20050106,20090413,20050104,20180330,20171225,20090501,20060414
20180425,20100912,20070406,20150924,20050325,20070206,20040409,20160425,20070409,20080502,20081003,20190815,20040413,20161212,20180330,20030815,20170501,20071225,20050325,20080101,20160325,20180330,20290101,20181122,20181122,20171226,20050328,20150103,20170116,20210719,20180330,20050317,20290101,20050505,20071225,20180122,20170502,20170502,20051226,20040622,20160404,20080526,20171226,20090922,20090409,20170424,20050325,20170815,20040202,20170501,20150501,20081226,20190422,20090409,20060414,20050208,20071226,20050106,20070425,20060425,20040510,20170413,20070102,20040503,20090410,20161012,20171123,20190422,20051010,20181122,20211125,20171123,20170103,20050517,20050505,20201110,20180402,20081226,20111107,20150907,20101224,20180815,20170703,20081208,20070101,20170815,20160208,20050121,20180330,20090101,20200410,20190610,20200410,20080421,20050328,20151224,20050425,20190422,20181226,20081226,20040211,20080501,20170102,20050801,20400320,20050328,20090501,20050124,20180402,20171229,20090611,20060417
20180611,20101115,20070409,20150925,20050429,20070406,20040525,20160502,20070501,20080512,20090101,20190902,20040414,20170102,20180528,20030930,20170626,20071231,20050328,20080321,20160421,20180528,20291225,20181225,20181225,20180101,20050422,20150516,20170414,20210720,20180402,20050325,20291225,20050516,20071226,20180214,20170904,20170904,20060106,20040701,20160502,20080616,20180101,20091029,20090410,20170501,20050328,20171003,20040203,20170510,20150504,20090101,20190506,20090410,20060417,20050325,20080101,20050324,20070611,20060501,20041101,20170414,20070406,20040504,20090501,20161102,20171225,20190425,20051111,20181225,20211224,20171225,20170109,20051226,20050714,20201208,20180425,20090101,20120818,20151012,20110421,20181101,20170807,20081225,20070219,20171003,20160209,20050209,20180501,20090102,20200413,20191224,20200413,20080501,20050505,20151225,20050613,20190425,20190101,20090101,20040429,20080728,20170125,20050905,20410320,20050505,20090611,20050325,20180425,20180101,20090622,20060501
20181001,20101116,20070430,20151029,20050502,20070409,20040621,20160810,20071225,20080820,20090102,20190910,20040415,20170213,20180704,20031002,20170815,20080101,20050505,20080324,20160526,20180704,20300101,20190101,20190101,20180126,20050505,20150718,20170529,20210721,20180425,20050328,20300101,20050526,20071231,20180330,20180101,20180101,20060414,20040929,20160609,20080731,20180126,20091127,20090521,20170511,20050427,20171004,20040223,20170612,20150601,20090102,20190527,20090501,20060501,20050425,20080321,20050325,20071106,20060602,20041115,20170501,20070521,20040510,20090916,20161115,20180101,20190610,20051124,20190101,20220117,20180101,20170320,20060413,20050815,20201225,20180604,20090413,20120819,20151102,20110422,20181225,20170808,20081231,20070301,20171004,20160210,20050210,20180529,20090302,20200501,20191225,20200501,20080522,20050606,20151231,20050801,20190610,20190419,20090410,20040503,20080929,20170126,20051010,20420320,20050516,20091111,20050328,20180604,20180212,20090625,20060525
20181225,20101117,20070517,20160101,20050620,20070425,20040709,20161003,20071226,20081023,20090126,20191002,20040503,20170406,20180903,20031004,20170825,20080107,20050506,20080501,20160907,20180903,20301225,20190121,20190121,20180312,20050516,20150719,20170704,20210722,20180507,20050502,20301225,20051003,20080101,20180402,20180214,20180123,20060417,20041001,20160701,20080801,20180212,20091130,20090708,20170525,20050502,20171005,20040501,20170626,20150717,20090413,20190826,20090629,20060529,20050526,20080324,20050502,20071225,20060815,20041129,20170612,20070625,20040614,20091102,20170227,20180115,20191225,20051226,20190121,20220221,20180115,20170503,20060414,20051101,20210101,20180924,20090501,20120820,20151120,20110425,20181226,20170809,20090101,20070501,20171005,20160211,20050325,20180615,20090303,20201224,20191226,20201224,20080709,20050624,20160101,20051003,20191225,20190422,20090413,20040504,20081010,20170127,20051111,20430921,20050526,20091225,20050425,20181022,20180213,20090805,20060605
20181226,20101118,20070528,20160519,20050815,20070604,20040816,20161226,20071231,20081024,20090127,20191007,20040505,20170413,20181008,20031025,20171002,20080320,20050516,20080508,20161012,20181008,20310101,20190218,20190218,20180330,20051226,20150923,20170904,20211219,20180611,20050606,20310101,20051226,20080102,20180521,20180215,20180124,20060501,20041022,20160916,20080901,20180312,20100101,20090720,20170623,20050616,20171006,20040503,20170627,20150831,20090427,20191225,20090727,20060828,20050610,20080501,20050503,20071226,20061101,20041203,20170626,20070702,20041108,20091116,20170228,20180219,20191226,20060102,20190218,20220415,20180219,20170504,20060417,20051111,20210215,20181225,20090508,20120923,20151225,20110602,20190101,20171023,20090410,20070524,20171006,20160212,20050502,20180809,20090420,20201225,20191231,20201225,20081120,20051226,20160106,20051226,20191226,20190506,20090501,20040505,20090101,20170130,20051226,20440321,20050815,20100101,20050606,20181225,20180330,20091008,20060801
20190101,20101202,20071225,20160705,20051028,20071022,20041011,20161227,20080101,20081224,20090128,20191008,20040603,20170414,20181112,20031108,20171020,20080321,20050721,20080829,20161102,20181112,20311225,20190419,20190419,20180402,20060413,20150924,20171110,20220208,20180727,20050801,20311225,20060414,20080321,20180611,20180216,20180214,20060525,20041227,20161010,20081013,20180330,20100423,20090817,20170626,20050809,20171009,20040505,20170831,20150916,20090501,20191226,20090728,20061225,20050613,20080512,20050725,20080101,20061208,20041224,20170821,20070903,20041213,20091225,20170414,20180330,20200101,20060116,20190419,20220530,20180330,20170505,20060501,20051226,20210216,20181226,20090706,20121025,20151231,20110613,20190422,20171225,20090501,20070606,20171009,20160404,20050523,20180822,20090501,20201231,20200101,20201231,20081225,20060106,20160325,20051227,20200101,20190509,20091225,20040719,20090102,20170131,20051227,20450320,20051026,20100405,20051024,20181226,20180501,20091225,20061225
20190128,20110101,20071226,20160706,20051226,20071225,20041208,20170102,20080102,20081225,20090129,20191028,20040701,20170501,20181122,20031126,20171225,20080324,20050815,20080901,20161115,20181122,20320101,20190527,20190527,20180425,20060414,20151015,20171123,20220306,20180806,20051031,20320101,20060417,20080324,20180702,20180219,20180215,20060623,20050209,20161226,20081111,20180402,20100519,20090921,20170627,20051216,20171220,20040605,20170901,20150924,20090625,20200101,20090729,20061226,20050815,20080623,20050815,20080128,20061225,20041227,20170828,20071008,20050103,20100101,20170421,20180528,20200127,20060220,20190527,20220704,20180528,20170717,20060517,20060414,20210217,20190101,20090928,20121027,20160101,20110617,20190425,20171226,20090521,20070717,20171220,20160502,20050809,20181106,20090504,20210101,20200410,20210101,20081231,20060414,20160328,20060102,20200127,20190527,20100101,20040920,20090126,20170201,20060102,20460320,20051101,20100503,20051226,20190101,20180531,20100101,20061226
20190311,20110217,20080101,20160707,20060106,20071226,20041231,20170126,20080428,20081226,20090130,20191101,20040802,20170505,20181225,20031225,20180126,20080501,20051101,20080915,20161130,20181225,20341225,20190704,20190704,20180528,20060417,20151202,20171124,20220502,20181225,20051226,20341225,20060501,20080501,20181112,20180220,20180216,20061206,20050210,20161227,20081225,20180403,20100830,20090922,20170628,20051226,20171225,20040831,20170921,20151014,20091225,20200410,20091008,20070101,20051005,20080815,20050909,20080310,20061226,20041230,20170901,20071112,20050104,20100201,20170501,20180704,20200410,20060529,20190704,20220905,20180704,20170811,20060525,20060417,20210402,20190128,20091028,20121028,20160120,20110801,20190501,20180101,20090629,20070815,20171225,20160609,20050827,20181225,20090505,20210402,20200413,20210402,20090101,20060417,20160505,20060126,20200410,20190826,20100402,20040923,20090127,20170227,20060414,20480320,20051208,20100603,20051227,20190102,20180907,20100106,20070101
20190419,20110630,20080321,20160830,20060306,20080101,20050324,20170414,20080501,20090101,20090406,20191115,20040812,20170510,20190101,20040126,20180213,20080505,20051111,20081117,20161230,20190101,20350101,20190902,20190902,20180611,20060512,20151203,20171225,20220503,20181226,20051227,20350101,20060525,20080512,20181225,20180425,20180219,20061225,20050211,20170102,20081226,20180425,20100909,20090923,20170817,20060102,20171229,20041112,20171018,20151110,20100101,20200413,20091009,20070406,20051101,20081225,20051012,20080321,20070101,20041231,20171101,20071225,20050105,20100315,20170615,20180903,20200413,20060704,20190902,20221124,20180903,20170918,20060605,20060501,20211103,20190304,20091117,20121029,20160208,20111226,20190815,20180305,20090716,20070924,20171229,20160610,20051101,20190101,20090506,20210405,20200501,20210405,20090223,20060501,20160516,20060414,20200413,20191225,20100405,20041011,20090128,20170228,20060522,20480921,20051226,20101101,20060102,20190206,20181012,20100405,20070102
20190422,20110830,20080324,20160912,20060421,20080102,20050325,20170417,20081201,20090102,20090501,20191225,20041025,20170710,20190121,20040202,20180302,20080526,20051226,20081224,20170227,20190121,20351225,20191128,20191128,20180806,20060525,20151224,20180101,20220504,20190101,20051228,20351225,20060605,20080801,20181226,20180430,20180220,20061226,20050325,20170130,20090101,20180611,20100910,20091127,20170901,20060301,20180101,20041115,20171201,20151224,20100208,20200504,20091208,20070409,20051201,20081226,20051101,20080324,20070409,20050225,20171130,20071226,20050106,20100401,20170907,20181122,20200608,20060904,20191128,20221226,20181122,20171009,20061225,20060508,20211104,20190419,20091224,20130807,20160209,20120405,20191101,20180312,20090918,20070925,20180101,20160915,20051103,20190205,20090921,20211224,20200601,20211224,20090224,20060525,20160526,20060417,20200608,20191226,20110422,20041103,20090129,20170403,20060703,20480922,20060106,20101111,20060103,20190419,20181102,20100603,20070406
20190425,20110831,20080430,20160913,20060424,20080128,20050525,20170425,20081225,20090413,20090528,20200115,20041206,20170814,20190218,20040218,20180329,20080602,20060414,20081225,20170228,20190218,20360101,20191225,20191225,20181001,20060605,20160505,20180115,20220505,20190128,20060102,20360101,20060615,20080911,20190101,20180501,20180425,20070101,20050328,20170131,20090410,20181025,20101029,20091218,20170921,20060321,20180215,20041116,20171225,20151225,20100405,20200525,20091224,20070507,20051208,20090101,20051109,20080425,20070425,20050323,20171225,20080101,20050107,20100402,20171012,20181225,20201225,20061009,20191225,20230102,20181225,20171103,20061226,20060525,20211105,20190422,20091225,20130808,20160325,20120406,20191225,20180330,20091012,20070926,20180215,20160916,20051226,20190206,20090922,20211231,20201224,20211231,20090410,20060606,20161003,20060425,20201225,20200101,20110425,20041123,20090130,20170404,20060807,20490920,20060417,20110106,20060123,20190422,20181115,20100622,20070409
